source,source_type,relation,target,target_type,since,until,when,description,evidence_link
Stephen Moore,person,is a member of,Cato Institute,organization,,,,Stephen Moore held a position as former senior fellow at the Cato Institute.,https://www.desmog.com/donald-trump/
Stephen Moore,person,is a member of,Media Research Center (MRC),organization,,,,Stephen Moore held a position as former advisor at the Media Research Center (MRC).,https://www.desmog.com/donald-trump/
Stephen Moore,person,is director of,Donors Capital Fund,organization,,,2010,Stephen Moore was a former director of Donors Capital Fund as of 2010.,https://www.desmog.com/donald-trump/
Stephen Moore,person,is a member of,American Legislative Exchange Council (ALEC),organization,,,,Stephen Moore was a former member of the Board of Scholars at the American Legislative Exchange Council (ALEC).,https://www.desmog.com/donald-trump/
Stephen Moore,person,is a member of,Trump's Economic Advisory Council,organization,,,,Stephen Moore is a member of Donald Trump's Economic Advisory Council.,https://www.desmog.com/donald-trump/
The Donald J. Trump Foundation,organization,was funded by,Donald Trump,person,,,,"Donald Trump donated $5,000 of his money to his foundation, which then donated to Protect Our Winters.",https://www.desmog.com/donald-trump/
The Donald J. Trump Foundation,organization,sponsored,Protect Our Winters,organization,,,2014,"The Donald J. Trump Foundation donated $5,000 to Protect Our Winters in 2014.",https://www.desmog.com/donald-trump/
The Heritage Foundation,organization,contributed to,Donald Trump,person,,,2017,"The Heritage Foundation contributed to Donald Trump by hosting him as a speaker at their annual President Club's Meeting on October 17, 2017.",https://www.desmog.com/donald-trump/
Manning Foundation for Democratic Education,organization,active since,2007,gYear,,,,The Manning Foundation for Democratic Education was founded in 2007.,https://www.desmog.com/manning-foundation-for-democratic-education/
Preston Manning,person,founded,Manning Foundation for Democratic Education,organization,,,2007,Preston Manning founded the Manning Foundation for Democratic Education in 2007.,https://www.desmog.com/manning-foundation-for-democratic-education/
Preston Manning,person,founded,Reform Party of Canada,organization,,,,Preston Manning founded the Reform Party of Canada.,https://www.desmog.com/manning-foundation-for-democratic-education/
Preston Manning,person,founded,Manning Centre for Building Democracy,organization,,,,Preston Manning founded the Manning Centre for Building Democracy.,https://www.desmog.com/manning-foundation-for-democratic-education/
Reform Party of Canada,organization,is derived from,Canadian Alliance Party,organization,,,,The Reform Party of Canada later became the Canadian Alliance Party.,https://www.desmog.com/manning-foundation-for-democratic-education/
Canadian Alliance Party,organization,has partner,Progressive Conservatives,organization,,,,The Canadian Alliance Party merged with the Progressive Conservatives.,https://www.desmog.com/manning-foundation-for-democratic-education/
Conservative Party of Canada,organization,is derived from,Canadian Alliance Party,organization,,,,The new Conservative Party of Canada was created by the merger of the Canadian Alliance Party and the Progressive Conservatives.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Centre for Building Democracy,organization,same as,Canada Strong and Free Network,organization,,,,The Manning Centre for Building Democracy is now the Canada Strong and Free Network.,https://www.desmog.com/manning-foundation-for-democratic-education/
Clifford Fryers,person,is director of,Manning Foundation for Democratic Education,organization,2001,2021,,Clifford Fryers served as a director of the Manning Foundation for Democratic Education from 2001 to 2021.,https://www.desmog.com/manning-foundation-for-democratic-education/
Gwyn Morgan,person,is director of,Manning Foundation for Democratic Education,organization,2019,2021,,Gwyn Morgan served as a director of the Manning Foundation for Democratic Education from 2019 to 2021.,https://www.desmog.com/manning-foundation-for-democratic-education/
Pat Trottier,person,is director of,Manning Foundation for Democratic Education,organization,2019,2021,,Pat Trottier served as a director of the Manning Foundation for Democratic Education from 2019 to 2021.,https://www.desmog.com/manning-foundation-for-democratic-education/
Gwyn Morgan and Patricia Trottier Foundation,organization,sponsored,Manning Foundation for Democratic Education,organization,2012,,,The Gwyn Morgan and Patricia Trottier Foundation has donated over $1.6 million to the Manning Foundation since 2012.,https://www.desmog.com/manning-foundation-for-democratic-education/
Hunter Family Foundation,organization,sponsored,Manning Foundation for Democratic Education,organization,2009,2020,,"The Hunter Family Foundation donated $700,000 to the Manning Foundation between 2009 and 2020.",https://www.desmog.com/manning-foundation-for-democratic-education/
The Arthur J E Child Foundation,organization,sponsored,Manning Foundation for Democratic Education,organization,2015,2020,,"The Arthur J E Child Foundation donated $450,000 to the Manning Foundation between 2015 and 2020.",https://www.desmog.com/manning-foundation-for-democratic-education/
C2C Journal,organization,is associated with,Manning Foundation for Democratic Education,organization,2014,,,"As of December 2018, C2C Journal reported it 'has been operating as part of the Manning Foundation for over four years'.",https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation for Democratic Education,organization,sponsored,C2C Journal,organization,,,,The Manning Foundation has sponsored and run the C2C Journal.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation for Democratic Education,organization,sponsored,SecondStreet.org,organization,,,2021,"The Manning Foundation made a grant of $24,142 to SecondStreet.org in 2021.",https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation for Democratic Education,organization,sponsored,Institut Economique de Montreal (Montreal Economic Institute),organization,,,2021,"The Manning Foundation made a grant of $7,500 to Institut Economique de Montreal (Montreal Economic Institute) in 2021.",https://www.desmog.com/manning-foundation-for-democratic-education/
Troy Lanigan,person,is president of,Manning Foundation for Democratic Education,organization,2019,,,Troy Lanigan has served as the Manning Foundation's president since 2019.,https://www.desmog.com/manning-foundation-for-democratic-education/
Troy Lanigan,person,is employed by,SecondStreet.org,organization,,,,Troy Lanigan serves as CEO and founder of SecondStreet.org.,https://www.desmog.com/manning-foundation-for-democratic-education/
Troy Lanigan,person,is director of,Institute for Liberal Studies,organization,,,,Troy Lanigan serves on the board of the Institute for Liberal Studies.,https://www.desmog.com/manning-foundation-for-democratic-education/
Troy Lanigan,person,is president of,Canadian Taxpayers Federation,organization,,,,Troy Lanigan served 10 years as president of the Canadian Taxpayers Federation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Troy Lanigan,person,is employed by,Leadership Institute,organization,,,,Troy Lanigan worked as the National Education Director for the US-based Leadership Institute.,https://www.desmog.com/manning-foundation-for-democratic-education/
Troy Lanigan,person,is a member of,Atlas Network's Council of Mentors,organization,,,,Troy Lanigan is a member of the Atlas Network's Council of Mentors.,https://www.desmog.com/manning-foundation-for-democratic-education/
Clifford H Fryers,person,contributed to,Reform Party of Canada,organization,,,,Clifford Fryers played an active role in the creation and development of the Reform Party of Canada.,https://www.desmog.com/manning-foundation-for-democratic-education/
Clifford H Fryers,person,is employed by,Preston Manning,person,1997,2000,,Clifford Fryers was chief of staff to Preston Manning from June 1997 to June 2000.,https://www.desmog.com/manning-foundation-for-democratic-education/
Clifford H Fryers,person,is director of,Canada Strong and Free Network,organization,,,,Clifford Fryers is a director at the Canada Strong and Free Network.,https://www.desmog.com/manning-foundation-for-democratic-education/
Clifford H Fryers,person,contributed to,Canada Strong and Free Network,organization,,,,Clifford Fryers helped found the Canada Strong and Free Network.,https://www.desmog.com/manning-foundation-for-democratic-education/
Gwyn Morgan,person,founded,EnCana Corporation,organization,,,,Gwyn Morgan founded EnCana Corporation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Gwyn Morgan,person,is employed by,EnCana Corporation,organization,2002,2005,,Gwyn Morgan served as CEO of EnCana Corporation from April 2002 to December 2005.,https://www.desmog.com/manning-foundation-for-democratic-education/
Gwyn Morgan,person,is employed by,EnCana Corporation,organization,,2006,,Gwyn Morgan served as executive vice chairman of EnCana Corporation until 2006.,https://www.desmog.com/manning-foundation-for-democratic-education/
Gwyn Morgan,person,is director of,SNC-Lavalin,organization,,2013,,Gwyn Morgan served as a director and chairman of SNC-Lavalin until 2013.,https://www.desmog.com/manning-foundation-for-democratic-education/
Gwyn Morgan,person,is director of,American Petroleum Institute,organization,,,2005,Gwyn Morgan served as a director of the American Petroleum Institute.,https://www.desmog.com/manning-foundation-for-democratic-education/
Gwyn Morgan,person,is director of,Fraser Institute,organization,,,,Gwyn Morgan served as a director of the Fraser Institute.,https://www.desmog.com/manning-foundation-for-democratic-education/
Gwyn Morgan,person,is director of,HSBC,organization,,,,Gwyn Morgan served as a director of HSBC.,https://www.desmog.com/manning-foundation-for-democratic-education/
Gwyn Morgan,person,is director of,Rio Tinto,organization,,,,Gwyn Morgan served as a director of Rio Tinto.,https://www.desmog.com/manning-foundation-for-democratic-education/
Gwyn Morgan,person,is director of,PanCanadian Energy,organization,,,,Gwyn Morgan served as a director of PanCanadian Energy.,https://www.desmog.com/manning-foundation-for-democratic-education/
Gwyn Morgan,person,is director of,Alberta Energy,organization,,,,Gwyn Morgan served as a director of Alberta Energy.,https://www.desmog.com/manning-foundation-for-democratic-education/
Gwyn Morgan,person,is director of,Lafarge North America,organization,,,,Gwyn Morgan served as a director of Lafarge North America.,https://www.desmog.com/manning-foundation-for-democratic-education/
Gwyn Morgan,person,is president of,Gwyn Morgan and Patricia Trottier Foundation,organization,,,,Gwyn Morgan serves as CEO and chairperson of the Gwyn Morgan and Patricia Trottier Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Pat Trottier,person,is president of,Gwyn Morgan and Patricia Trottier Foundation,organization,,,,Patricia (Pat) Trottier serves as the president of the Gwyn Morgan and Patricia Trottier Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Preston E Manning,person,is a member of,Fraser Institute,organization,,,,Preston Manning is a fellow of the Fraser Institute.,https://www.desmog.com/manning-foundation-for-democratic-education/
Preston E Manning,person,is a member of,Canada West Foundation,organization,,,,Preston Manning is a fellow of the Canada West Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Michael Binnion,person,is president of,Questerre Energy,organization,,,,Michael Binnion is the president and founding shareholder of Questerre Energy.,https://www.desmog.com/manning-foundation-for-democratic-education/
Michael Binnion,person,founded,Questerre Energy,organization,,,,Michael Binnion is the founding shareholder of Questerre Energy.,https://www.desmog.com/manning-foundation-for-democratic-education/
Michael Binnion,person,is director of,Canada Strong and Free Network,organization,,,,Michael Binnion is the board chair of the Canada Strong and Free Network.,https://www.desmog.com/manning-foundation-for-democratic-education/
Michael Binnion,person,is president of,Flowing Energy Corp,organization,,,,Michael Binnion was president and CEO of Flowing Energy Corp.,https://www.desmog.com/manning-foundation-for-democratic-education/
Michael Binnion,person,is director of,Flowing Energy Corp,organization,,,,Michael Binnion was chairman of Flowing Energy Corp.,https://www.desmog.com/manning-foundation-for-democratic-education/
Michael Binnion,person,founded,Magnus Energy Inc.,organization,,,,Michael Binnion was a founder of Magnus Energy Inc.,https://www.desmog.com/manning-foundation-for-democratic-education/
Michael Binnion,person,is director of,Magnus Energy Inc.,organization,,2007,,Michael Binnion was a director of Magnus Energy Inc. until 2007.,https://www.desmog.com/manning-foundation-for-democratic-education/
Michael Binnion,person,is director of,"High Arctic Energy Services, Inc.",organization,,,,"Michael Binnion serves as chairman of High Arctic Energy Services, Inc.",https://www.desmog.com/manning-foundation-for-democratic-education/
Nigel Wright,person,is a member of,Canada Strong & Free Network,organization,,,,Nigel S. Wright is listed as a 'Partner' of Canada Strong & Free Network.,https://www.desmog.com/manning-foundation-for-democratic-education/
Nigel Wright,person,is employed by,Office of the Prime Minister of Canada,organization,2010,2013,,Nigel S. Wright served as the Chief of Staff of the Office of the Prime Minister of Canada from September 2010 to May 2013.,https://www.desmog.com/manning-foundation-for-democratic-education/
Nigel Wright,person,is employed by,Onex Corporation,organization,,,,Nigel Wright is a Managing Director in the London office of Onex Corporation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Nigel Wright,person,is director of,Fraser Institute,organization,,,,Nigel Wright is a director of the Fraser Institute.,https://www.desmog.com/manning-foundation-for-democratic-education/
Nigel Wright,person,is director of,Macdonald-Laurier Institute,organization,,,,Nigel Wright is a director of the Macdonald-Laurier Institute.,https://www.desmog.com/manning-foundation-for-democratic-education/
Nigel Wright,person,is director of,Policy Exchange,organization,,,,Nigel Wright has served as a director of Policy Exchange.,https://www.desmog.com/manning-foundation-for-democratic-education/
Rick M Anderson,person,is a member of,Earnscliffe Strategies,organization,,2021,,Earnscliffe Strategies previously listed Rick Anderson as principal.,https://www.desmog.com/manning-foundation-for-democratic-education/
Rick M Anderson,person,is director of,Canadian Internet Registration Authority,organization,,,,Rick Anderson served on the board of directors of the Canadian Internet Registration Authority.,https://www.desmog.com/manning-foundation-for-democratic-education/
Rick M Anderson,person,is director of,Manning Centre for Building Democracy,organization,,,,Rick Anderson served on the board of directors of the Manning Centre for Building Democracy.,https://www.desmog.com/manning-foundation-for-democratic-education/
Rick M Anderson,person,is director of,Ottawa Centre for Research and Innovation,organization,,,,Rick Anderson served on the board of directors of the Ottawa Centre for Research and Innovation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Rick M Anderson,person,is director of,Federation of Mutual Fund Dealers,organization,,,,Rick Anderson served on the board of directors of the Federation of Mutual Fund Dealers.,https://www.desmog.com/manning-foundation-for-democratic-education/
Rick M Anderson,person,is director of,Canadian Hydrogen and Fuel Cell Association,organization,,,,Rick Anderson is a director of the Canadian Hydrogen and Fuel Cell Association.,https://www.desmog.com/manning-foundation-for-democratic-education/
Rick M Anderson,person,is director of,NationalNewswatch.com,organization,,,,Rick Anderson is a director of NationalNewswatch.com.,https://www.desmog.com/manning-foundation-for-democratic-education/
Rick M Anderson,person,is a member of,C.D. Howe Institute's Energy Policy Council,organization,,,,Rick Anderson is a member of C.D. Howe Institute's Energy Policy Council.,https://www.desmog.com/manning-foundation-for-democratic-education/
Rick M Anderson,person,is a member of,Public Policy Forum's Canadian Commission on Democratic Expression,organization,,,,Rick Anderson is a member of the Public Policy Forum's Canadian Commission on Democratic Expression.,https://www.desmog.com/manning-foundation-for-democratic-education/
Rick M Anderson,person,is employed by,Preston Manning,person,,,,Rick Anderson was a former chief of staff to Preston Manning.,https://www.desmog.com/manning-foundation-for-democratic-education/
Rick M Anderson,person,contributed to,Reform Party,organization,1990,1999,,Rick Anderson headed the Reform Party in the 1990s.,https://www.desmog.com/manning-foundation-for-democratic-education/
Nicholas Offord,person,is president of,Offord Group,organization,,,,Nicholas Offord is president and founder of the Offord Group.,https://www.desmog.com/manning-foundation-for-democratic-education/
Nicholas Offord,person,founded,Offord Group,organization,,,,Nicholas Offord is president and founder of the Offord Group.,https://www.desmog.com/manning-foundation-for-democratic-education/
Michel Kelly-Gagnon,person,is president of,Montreal Economic Institute (MEI),organization,,,,"Michel Kelly-Gagnon is president, CEO, and director of the Montreal Economic Institute (MEI).",https://www.desmog.com/manning-foundation-for-democratic-education/
Michel Kelly-Gagnon,person,is director of,Montreal Economic Institute (MEI),organization,,,,"Michel Kelly-Gagnon is president, CEO, and director of the Montreal Economic Institute (MEI).",https://www.desmog.com/manning-foundation-for-democratic-education/
Michel Kelly-Gagnon,person,is a member of,Atlas Network,organization,,,,Michel Kelly-Gagnon is a senior fellow with the Atlas Network.,https://www.desmog.com/manning-foundation-for-democratic-education/
Michel Kelly-Gagnon,person,is director of,John Dobson Foundation,organization,,,,Michel Kelly-Gagnon has been a board member of the John Dobson Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Leah Costello,person,founded,Curious Mind Group of Companies,organization,,,,Leah Costello is the founder of the Curious Mind Group of Companies.,https://www.desmog.com/manning-foundation-for-democratic-education/
Blair Nixon,person,is employed by,Walton Global Investments,organization,,,,Blair Nixon is executive vice president at Walton Global Investments.,https://www.desmog.com/manning-foundation-for-democratic-education/
Blair Nixon,person,is director of,Manning Foundation,organization,2008,,,Blair Nixon has listed himself as a director of the Manning Foundation since 2008.,https://www.desmog.com/manning-foundation-for-democratic-education/
Blair Nixon,person,is a member of,Felesky Flynn LLP,organization,,,,Blair Nixon lists himself as a partner of Felesky Flynn LLP.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Peter & Joanne Brown Foundation,organization,,,,Peter & Joanne Brown Foundation is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Canada's Energy Citizens,organization,,,,Canada's Energy Citizens is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Vaccine Choice Canada,organization,,,,Vaccine Choice Canada is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Vaping Industry Trade Association (VITA),organization,,,,Vaping Industry Trade Association (VITA) is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Greenfield Global,organization,,,,Greenfield Global is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,International Climate Science Coalition – Canada,organization,,,,International Climate Science Coalition – Canada is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Canadian Medical Association,organization,,,,Canadian Medical Association is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,DoorDash,organization,,,,DoorDash is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Christian Heritage Party,organization,,,,Christian Heritage Party is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Morgan Construction,organization,,,,Morgan Construction is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,The Linda Frum & Howard Sokolowski Charitable Foundation,organization,,,,The Linda Frum & Howard Sokolowski Charitable Foundation is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Global Public Affairs,organization,,,,Global Public Affairs is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Western Standard,organization,,,,Western Standard is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,True North Conservateur,organization,,,,True North Conservateur is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Rights4Vapers,organization,,,,Rights4Vapers is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Wellington Advocacy,organization,,,,Wellington Advocacy is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Institute for Liberal Studies,organization,,,,Institute for Liberal Studies is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Alberta Counsel,organization,,,,Alberta Counsel is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Coalition of Concerned Manufacturers and Businesses of Canada (CCMBC),organization,,,,Coalition of Concerned Manufacturers and Businesses of Canada (CCMBC) is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,We Need a Law,organization,,,,We Need a Law is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,McDaniel,organization,,,,McDaniel is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Teck Resources,organization,,,,Teck Resources is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Property Rights Alliance,organization,,,,Property Rights Alliance is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Leadership Institute,organization,,,,Leadership Institute is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Canada Strong and Free Network,organization,,,,Canada Strong and Free Network is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Fairness Alberta,organization,,,,Fairness Alberta is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Alberta Institute,organization,,,,Alberta Institute is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Canadians for Affordable Energy (CAE),organization,,,,Canadians for Affordable Energy (CAE) is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Project Confederation,organization,,,,Project Confederation is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,IDUL,organization,,,,IDUL is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,The Global Alliance of the Center Right,organization,,,,The Global Alliance of the Center Right is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Atlas Network,organization,,,,Atlas Network is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,The Wire Report,organization,,,,The Wire Report is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Truth and Consequences,organization,,,,Truth and Consequences is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Freeze It For Them,organization,,,,Freeze It For Them is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Melcor,organization,,,,Melcor is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Canadians for a Responsible Recovery,organization,,,,Canadians for a Responsible Recovery is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,The News Forum,organization,,,,The News Forum is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Coril Canzuk International,organization,,,,Coril Canzuk International is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,C2C Journal,organization,,,,C2C Journal is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Generation Screwed,organization,,,,Generation Screwed is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Alberta Victory Fund,organization,,,,Alberta Victory Fund is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,SecondStreet.org,organization,,,,SecondStreet.org is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Justice Centre for Constitutional Freedoms,organization,,,,Justice Centre for Constitutional Freedoms is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Earnscliffe,organization,,,,Earnscliffe is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Google,organization,,,,Google is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Weibe Family,organization,,,,Weibe Family is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Gwyn Morgan & Patricia Trottier,organization,,,,Gwyn Morgan & Patricia Trottier is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Proof Strategies,organization,,,,Proof Strategies is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Janssen,organization,,,,Janssen is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Universe Machine Corporation,organization,,,,Universe Machine Corporation is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,iPolitics,organization,,,,iPolitics is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Amgen,organization,,,,Amgen is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Canadian Energy Centre,organization,,,,Canadian Energy Centre is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Crestview Strategy,organization,,,,Crestview Strategy is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Canadian Credit Union Association,organization,,,,Canadian Credit Union Association is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Buffalo Project,organization,,,,Buffalo Project is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Shaping Canada's Future,organization,,,,Shaping Canada's Future is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Hill Times,organization,,,,Hill Times is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,The Wusyk Financial Group,organization,,,,The Wusyk Financial Group is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Bennett Jones LLP,organization,,,,Bennett Jones LLP is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Canada Growth Council,organization,,,,Canada Growth Council is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Maple Leaf Strategies,organization,,,,Maple Leaf Strategies is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Frontier Centre for Public Policy,organization,,,,Frontier Centre for Public Policy is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Crease Harman LLP,organization,,,,Crease Harman LLP is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Canadian Taxpayers Federation,organization,,,,Canadian Taxpayers Federation is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Frontline Centre,organization,,,,Frontline Centre is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Carleton University,organization,,,,Carleton University is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Twitter,organization,,,,Twitter is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Sun Life Financial,organization,,,,Sun Life Financial is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Suncor,organization,,,,Suncor is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Summa Strategies,organization,,,,Summa Strategies is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Scotiabank,organization,,,,Scotiabank is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,MDA Corp,organization,,,,MDA Corp is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
