source,source_type,relation,target,target_type,since,until,when,description,evidence_link
State Street Global Advisors (SSGA),Organization,contributed to,SEC,Organization,,,2022,SSGA submitted comments to the SEC outlining objections to proposed ESG disclosure requirements for investors.,https://lobbymap.org/company/State-Street-Corporation-f7955ad70ed0b12532da311eb811cebf/projectlink/State-Street-in-Climate-Change-4b3d1765fa4c6c100db25337e00bf518
State Street Global Advisors (SSGA),Organization,contributed to,Financial Conduct Authority (FCA),Organization,,,2022,"SSGA submitted a response to the FCA’s discussion paper on sustainability disclosure requirements and investment labels, not supporting the proposed classification system.",https://lobbymap.org/company/State-Street-Corporation-f7955ad70ed0b12532da311eb811cebf/projectlink/State-Street-in-Climate-Change-4b3d1765fa4c6c100db25337e00bf518
State Street Global Advisors (SSGA),Organization,contributed to,Financial Conduct Authority (FCA),Organization,,,2023,"SSGA submitted comments to the Financial Conduct Authority (FCA) regarding proposed fund labels, suggesting they were too narrow.",https://lobbymap.org/company/State-Street-Corporation-f7955ad70ed0b12532da311eb811cebf/projectlink/State-Street-in-Climate-Change-4b3d1765fa4c6c100db25337e00bf518
State Street Global Advisors (SSGA),Organization,contributed to,Financial Conduct Authority (FCA),Organization,,,2022,"SSGA submitted comments on the FCA’s proposed Sustainability Disclosure Requirements, supporting a requirement to disclose how ESG factors are incorporated into investor duties.",https://lobbymap.org/company/State-Street-Corporation-f7955ad70ed0b12532da311eb811cebf/projectlink/State-Street-in-Climate-Change-4b3d1765fa4c6c100db25337e00bf518
State Street Global Advisors (SSGA),Organization,contributed to,European Securities and Markets Authority (ESMA),Organization,,,2022,"SSGA submitted a response to the European Securities and Markets Authority (ESMA), not supporting efforts to introduce quantitative thresholds for fund names using ESG or sustainability-related terms.",https://lobbymap.org/company/State-Street-Corporation-f7955ad70ed0b12532da311eb811cebf/projectlink/State-Street-in-Climate-Change-4b3d1765fa4c6c100db25337e00bf518
State Street Global Advisors (SSGA),Organization,contributed to,European Commission,Organization,,,2023,"SSGA submitted comments to the European Commission, not supporting a number of technical elements of the changes proposed under the EU SFDR.",https://lobbymap.org/company/State-Street-Corporation-f7955ad70ed0b12532da311eb811cebf/projectlink/State-Street-in-Climate-Change-4b3d1765fa4c6c100db25337e00bf518
State Street Global Advisors (SSGA),Organization,contributed to,European Commission,Organization,,,2023,SSGA submitted comments on the SFDR (implicitly to the European Commission) supporting the removal of mandatory entity-level or product level PAI reporting.,https://lobbymap.org/company/State-Street-Corporation-f7955ad70ed0b12532da311eb811cebf/projectlink/State-Street-in-Climate-Change-4b3d1765fa4c6c100db25337e00bf518
Ron O’Hanley,Person,is employed by,State Street,Organization,,,,Ron O’Hanley is the Chief Executive Officer (CEO) of State Street.,https://lobbymap.org/company/State-Street-Corporation-f7955ad70ed0b12532da311eb811cebf/projectlink/State-Street-in-Climate-Change-4b3d1765fa4c6c100db25337e00bf518
Ron O’Hanley,Person,is director of,State Street,Organization,,,,Ron O’Hanley is the Chair of State Street.,https://lobbymap.org/company/State-Street-Corporation-f7955ad70ed0b12532da311eb811cebf/projectlink/State-Street-in-Climate-Change-4b3d1765fa4c6c100db25337e00bf518
Ron O’Hanley,Person,contributed to,State Street,Organization,,,2023,Ron O’Hanley made a statement in State Street’s 2023 Sustainability Report.,https://lobbymap.org/company/State-Street-Corporation-f7955ad70ed0b12532da311eb811cebf/projectlink/State-Street-in-Climate-Change-4b3d1765fa4c6c100db25337e00bf518
Ron O’Hanley,Person,contributed to,State Street,Organization,,,2022,"Ron O’Hanley stated in a 2022 podcast (associated with State Street) that 'ultimately, carbon needs to be priced in as an externality'.",https://lobbymap.org/company/State-Street-Corporation-f7955ad70ed0b12532da311eb811cebf/projectlink/State-Street-in-Climate-Change-4b3d1765fa4c6c100db25337e00bf518
Ron O’Hanley,Person,contributed to,State Street,Organization,,,2023,Ron O’Hanley stated in a 2023 website article (associated with State Street) that 'some ongoing investment is required in traditional fossil fuels'.,https://lobbymap.org/company/State-Street-Corporation-f7955ad70ed0b12532da311eb811cebf/projectlink/State-Street-in-Climate-Change-4b3d1765fa4c6c100db25337e00bf518
Ricardo Roa,person,is employed by,Ecopetrol,organization,,,2025,Ricardo Roa was reported as the CEO of Ecopetrol in July 2025.,https://lobbymap.org/company/Ecopetrol-4b45bb6dedd9ead48306f8569663730f/projectlink/Ecopetrol-in-Climate-Change-23b8c2feb6f365905a98a1ae7ed1a947
Esenttia,organization,is derived from,Ecopetrol,organization,,,2024,"Esenttia is a subsidiary of Ecopetrol, as evidenced by its advocacy in May 2024.",https://lobbymap.org/company/Ecopetrol-4b45bb6dedd9ead48306f8569663730f/projectlink/Ecopetrol-in-Climate-Change-23b8c2feb6f365905a98a1ae7ed1a947
Ecopetrol,organization,is associated with,Government of Colombia,organization,,,,Ecopetrol is a listed company with more than 50% of its shares owned by the Government of Colombia.,https://lobbymap.org/company/Ecopetrol-4b45bb6dedd9ead48306f8569663730f/projectlink/Ecopetrol-in-Climate-Change-23b8c2feb6f365905a98a1ae7ed1a947
Ecopetrol,organization,was funded by,Government of Colombia,organization,,,,Ecopetrol received funding as more than 50% of its shares are owned by the Government of Colombia.,https://lobbymap.org/company/Ecopetrol-4b45bb6dedd9ead48306f8569663730f/projectlink/Ecopetrol-in-Climate-Change-23b8c2feb6f365905a98a1ae7ed1a947
Ecopetrol,organization,is a member of,"Brazilian Institute of Oil, Gas and Biofuels (IBP)",organization,,,,"Ecopetrol is a member of the Brazilian Institute of Oil, Gas and Biofuels (IBP).",https://lobbymap.org/company/Ecopetrol-4b45bb6dedd9ead48306f8569663730f/projectlink/Ecopetrol-in-Climate-Change-23b8c2feb6f365905a98a1ae7ed1a947
Ecopetrol,organization,is a member of,Asociación Nacional de Empresarios de Colombia (ANDI),organization,,,,Ecopetrol is a member of the Asociación Nacional de Empresarios de Colombia (ANDI).,https://lobbymap.org/company/Ecopetrol-4b45bb6dedd9ead48306f8569663730f/projectlink/Ecopetrol-in-Climate-Change-23b8c2feb6f365905a98a1ae7ed1a947
Ecopetrol,organization,is a member of,International Petroleum Industry Environmental Conservation Association (Ipieca),organization,,,,Ecopetrol is a member of the International Petroleum Industry Environmental Conservation Association (Ipieca).,https://lobbymap.org/company/Ecopetrol-4b45bb6dedd9ead48306f8569663730f/projectlink/Ecopetrol-in-Climate-Change-23b8c2feb6f365905a98a1ae7ed1a947
Ecopetrol,organization,is a member of,Asociación Colombiana de Petróleo y Gas (ACP),organization,,,,Ecopetrol is a member of the Asociación Colombiana de Petróleo y Gas (ACP).,https://lobbymap.org/company/Ecopetrol-4b45bb6dedd9ead48306f8569663730f/projectlink/Ecopetrol-in-Climate-Change-23b8c2feb6f365905a98a1ae7ed1a947
Ecopetrol,organization,is a member of,Asociación Colombiana de Gas Natural (Naturgas),organization,,,,Ecopetrol is a member of the Asociación Colombiana de Gas Natural (Naturgas).,https://lobbymap.org/company/Ecopetrol-4b45bb6dedd9ead48306f8569663730f/projectlink/Ecopetrol-in-Climate-Change-23b8c2feb6f365905a98a1ae7ed1a947
Ecopetrol,organization,is a member of,International Gas Union,organization,,,,Ecopetrol is a member of the International Gas Union.,https://lobbymap.org/company/Ecopetrol-4b45bb6dedd9ead48306f8569663730f/projectlink/Ecopetrol-in-Climate-Change-23b8c2feb6f365905a98a1ae7ed1a947
Ecopetrol,organization,is a member of,Hydrogen Council,organization,,,,"Ecopetrol is a member of the Hydrogen Council, which Ecopetrol did not disclose in its annual report.",https://lobbymap.org/company/Ecopetrol-4b45bb6dedd9ead48306f8569663730f/projectlink/Ecopetrol-in-Climate-Change-23b8c2feb6f365905a98a1ae7ed1a947
Frank Calabria,Person,is employed by,Origin Energy,Organisation,,,2024,Frank Calabria is identified as the CEO of Origin Energy.,https://lobbymap.org/company/Origin-Energy/projectlink/Origin-Energy-In-Climate-Change
Frank Calabria,Person,is director of,Australian Energy Producers (Formerly APPEA),Organisation,,,2024,"Frank Calabria, CEO of Origin Energy, is on the board of the Australian Energy Producers (formerly, the Australian Petroleum Production & Exploration Association (APPEA)).",https://lobbymap.org/company/Origin-Energy/projectlink/Origin-Energy-In-Climate-Change
Origin Energy,Organisation,is a member of,Australian Energy Producers (Formerly APPEA),Organisation,,,2024,Origin Energy holds membership with Australian Energy Producers (Formerly APPEA). This relationship was noted in Origin Energy's August 2024 review of its industry associations.,https://lobbymap.org/company/Origin-Energy/projectlink/Origin-Energy-In-Climate-Change
Origin Energy,Organisation,is associated with,Australian Energy Producers (Formerly APPEA),Organisation,,,2024,"Origin Energy is associated with Australian Energy Producers (Formerly APPEA) through its CEO, Frank Calabria, who serves on the board of Australian Energy Producers (Formerly APPEA).",https://lobbymap.org/company/Origin-Energy/projectlink/Origin-Energy-In-Climate-Change
Origin Energy,Organisation,is a member of,Queensland Resources Council (QRC),Organisation,,,2024,Origin Energy holds membership with the Queensland Resources Council. This relationship was noted in Origin Energy's August 2024 review of its industry associations.,https://lobbymap.org/company/Origin-Energy/projectlink/Origin-Energy-In-Climate-Change
Origin Energy,Organisation,is a member of,Electric Vehicle Council,Organisation,,,2024,Origin Energy holds membership with the Electric Vehicle Council. This relationship was noted in Origin Energy's August 2024 review of its industry associations.,https://lobbymap.org/company/Origin-Energy/projectlink/Origin-Energy-In-Climate-Change
Origin Energy,Organisation,is a member of,Clean Energy Council,Organisation,,,2024,Origin Energy holds membership with the Clean Energy Council. This relationship was noted in Origin Energy's August 2024 review of its industry associations.,https://lobbymap.org/company/Origin-Energy/projectlink/Origin-Energy-In-Climate-Change
Origin Energy,Organisation,is a member of,Australian Energy Council,Organisation,,,2024,Origin Energy holds membership with Australian Energy Council. This relationship was noted in Origin Energy's August 2024 review of its industry associations.,https://lobbymap.org/company/Origin-Energy/projectlink/Origin-Energy-In-Climate-Change
Origin Energy,Organisation,is a member of,Gas Energy Australia,Organisation,,,2024,Origin Energy holds membership with Gas Energy Australia. This relationship was noted in Origin Energy's August 2024 review of its industry associations.,https://lobbymap.org/company/Origin-Energy/projectlink/Origin-Energy-In-Climate-Change
Origin Energy,Organisation,is a member of,Business Council of Australia (BCA),Organisation,,,2024,Origin Energy holds membership with Business Council of Australia (BCA). This relationship was noted in Origin Energy's August 2024 review of its industry associations.,https://lobbymap.org/company/Origin-Energy/projectlink/Origin-Energy-In-Climate-Change
Origin Energy,Organisation,is a member of,Australian Industry Greenhouse Network (AIGN),Organisation,,,2024,Origin Energy holds membership with Australian Industry Greenhouse Network (AIGN). This relationship was noted in Origin Energy's August 2024 review of its industry associations.,https://lobbymap.org/company/Origin-Energy/projectlink/Origin-Energy-In-Climate-Change
Origin Energy,Organisation,is a member of,Energy Efficiency Council,Organisation,,,2024,Origin Energy holds membership with Energy Efficiency Council. This relationship was noted in Origin Energy's August 2024 review of its industry associations.,https://lobbymap.org/company/Origin-Energy/projectlink/Origin-Energy-In-Climate-Change
Origin Energy,Organisation,is a member of,Carbon Market Institute,Organisation,,,2024,Origin Energy holds membership with Carbon Market Institute. This relationship was noted in Origin Energy's August 2024 review of its industry associations.,https://lobbymap.org/company/Origin-Energy/projectlink/Origin-Energy-In-Climate-Change
Origin Energy,Organisation,is a member of,Australian Pipelines and Gas Association,Organisation,,,2024,Origin Energy holds membership with Australian Pipelines and Gas Association. This relationship was noted in Origin Energy's August 2024 review of its industry associations.,https://lobbymap.org/company/Origin-Energy/projectlink/Origin-Energy-In-Climate-Change
Fang Yunzhou,person,is director of,Hozon Auto,organization,,,2022,Chairman Fang Yunzhou,https://lobbymap.org/company/Hozon-Auto-cd98daf523ce227a0df973a028a872ca/projectlink/Hozon-Auto-in-Climate-Change-32206eec1ee89f516a0d61b7d96509be
Fang Yunzhou,person,contributed to,China,organization,,,2022,Chairman Fang Yunzhou put forth a Two Sessions policy proposal supporting the inclusion of new energy vehicles in China’s national carbon market.,https://lobbymap.org/company/Hozon-Auto-cd98daf523ce227a0df973a028a872ca/projectlink/Hozon-Auto-in-Climate-Change-32206eec1ee89f516a0d61b7d96509be
Fang Yunzhou,person,contributed to,China,organization,,,2022,Chairman Fang Yunzhou put forth Two Sessions policy proposals relating to China’s dual credit policy and subsidies for new energy vehicles.,https://lobbymap.org/company/Hozon-Auto-cd98daf523ce227a0df973a028a872ca/projectlink/Hozon-Auto-in-Climate-Change-32206eec1ee89f516a0d61b7d96509be
Hozon Auto,organization,is a member of,China Association of Automobile Manufacturers,organization,2025,,,Hozon Auto is a member of the China Association of Automobile Manufacturers,https://lobbymap.org/company/Hozon-Auto-cd98daf523ce227a0df973a028a872ca/projectlink/Hozon-Auto-in-Climate-Change-32206eec1ee89f516a0d61b7d96509be
InfluenceMap,organization,active since,2015,gYear,,,,"Our research and reports have been informing investors, the media and the corporate sector since 2015.",https://lobbymap.org/company/Hozon-Auto-cd98daf523ce227a0df973a028a872ca/projectlink/Hozon-Auto-in-Climate-Change-32206eec1ee89f516a0d61b7d96509be
Hozon Auto,organization,active until,2025,gYear,,,,This summary was last updated in Q1 2025.,https://lobbymap.org/company/Hozon-Auto-cd98daf523ce227a0df973a028a872ca/projectlink/Hozon-Auto-in-Climate-Change-32206eec1ee89f516a0d61b7d96509be
Vodafone Group,Organization,has partner,Vodacom,Organization,,,,Vodacom is listed as a brand and associated company of Vodafone Group.,https://lobbymap.org/company/Vodafone-Group/projectlink/Vodafone-Group-In-Climate-Change
Vodafone Group,Organization,is a member of,BusinessEurope,Organization,,,,"Vodafone Group holds membership to BusinessEurope, an industry association. This is explicitly stated in the Climate Policy Engagement Overview and shown in the Details of Relationship Score tab.",https://lobbymap.org/company/Vodafone-Group/projectlink/Vodafone-Group-In-Climate-Change
Vodafone Group,Organization,is a member of,European Round Table for Industry (ERT),Organization,,,,"Vodafone Group holds membership to the European Round Table for Industry (ERT), an industry association. This is explicitly stated in the Climate Policy Engagement Overview and shown in the Details of Relationship Score tab.",https://lobbymap.org/company/Vodafone-Group/projectlink/Vodafone-Group-In-Climate-Change
Jean-François van Boxmeer,Person,is employed by,Vodafone Group,Organization,,,,Jean-François van Boxmeer is Vodafone's chairman.,https://lobbymap.org/company/Vodafone-Group/projectlink/Vodafone-Group-In-Climate-Change
Jean-François van Boxmeer,Person,is director of,European Round Table for Industry (ERT),Organization,,,,Jean-François van Boxmeer is the chairman of the board at the European Round Table for Industry (ERT).,https://lobbymap.org/company/Vodafone-Group/projectlink/Vodafone-Group-In-Climate-Change
Vodafone Group,Organization,is associated with,We Mean Business coalition,Organization,,,2023,"Vodafone Group joined a We Mean Business coalition joint letter in October 2023, supporting ambitious climate policies and advocating for the phase-out of fossil fuels, indicating a joint initiative.",https://lobbymap.org/company/Vodafone-Group/projectlink/Vodafone-Group-In-Climate-Change
Vodafone Group,Organization,is a member of,Dutch Employers' Federation (VNO-NCW),Organization,,,,Vodafone Group is listed as having a relationship with the Dutch Employers' Federation (VNO-NCW) in the 'Details of Relationship Score' tab.,https://lobbymap.org/company/Vodafone-Group/projectlink/Vodafone-Group-In-Climate-Change
Vodafone Group,Organization,is a member of,Associated Chambers of Commerce and Industry of India (ASSOCHAM),Organization,,,,Vodafone Group is listed as having a relationship with the Associated Chambers of Commerce and Industry of India (ASSOCHAM) in the 'Details of Relationship Score' tab.,https://lobbymap.org/company/Vodafone-Group/projectlink/Vodafone-Group-In-Climate-Change
Vodafone Group,Organization,is a member of,Federation of Indian Chambers of Commerce & Industry (FICCI),Organization,,,,Vodafone Group is listed as having a relationship with the Federation of Indian Chambers of Commerce & Industry (FICCI) in the 'Details of Relationship Score' tab.,https://lobbymap.org/company/Vodafone-Group/projectlink/Vodafone-Group-In-Climate-Change
Vodafone Group,Organization,is a member of,Business Unity South Africa (BUSA),Organization,,,,Vodafone Group is listed as having a relationship with Business Unity South Africa (BUSA) in the 'Details of Relationship Score' tab.,https://lobbymap.org/company/Vodafone-Group/projectlink/Vodafone-Group-In-Climate-Change
Vodafone Group,Organization,is a member of,Society of Motor Manufacturers and Traders (SMMT),Organization,,,,Vodafone Group is listed as having a relationship with the Society of Motor Manufacturers and Traders (SMMT) in the 'Details of Relationship Score' tab.,https://lobbymap.org/company/Vodafone-Group/projectlink/Vodafone-Group-In-Climate-Change
Saudi Telecom,organization,same as,Stc Group,organization,,,,"The Wikipedia link provided for 'Saudi Telecom' points to 'Stc Group', indicating they are the same entity.",https://lobbymap.org/company/Saudi-Telecom-8ff8bc0acfe421d03c28549835679204/projectlink/Saudi-Telecom-in-Climate-Change-d86e9a24eb071092a1547f1efae224a6
Saudi Telecom,organization,is associated with,Government of Saudi Arabia,organization,,,,Saudi Telecom is a listed company with more than 60% of its shares directly and indirectly owned by the government of Saudi Arabia.,https://lobbymap.org/company/Saudi-Telecom-8ff8bc0acfe421d03c28549835679204/projectlink/Saudi-Telecom-in-Climate-Change-d86e9a24eb071092a1547f1efae224a6
Saudi Telecom,organization,is a member of,Industry Associations,organization,,,,Saudi Telecom discloses a list of its industry association memberships.,https://lobbymap.org/company/Saudi-Telecom-8ff8bc0acfe421d03c28549835679204/projectlink/Saudi-Telecom-in-Climate-Change-d86e9a24eb071092a1547f1efae224a6
Saudi Telecom,organization,contributed to,2023 Sustainability Report (Saudi Telecom),organization,,,2023,Saudi Telecom provided a clear and accurate position supporting the science of climate change in its 2023 Sustainability Report.,https://lobbymap.org/company/Saudi-Telecom-8ff8bc0acfe421d03c28549835679204/projectlink/Saudi-Telecom-in-Climate-Change-d86e9a24eb071092a1547f1efae224a6
Saudi Telecom,organization,contributed to,2020 Sustainability Report (Saudi Telecom),organization,,,2020,Saudi Telecom had explicitly stated support for the UN Paris Agreement in its 2020 Sustainability Report.,https://lobbymap.org/company/Saudi-Telecom-8ff8bc0acfe421d03c28549835679204/projectlink/Saudi-Telecom-in-Climate-Change-d86e9a24eb071092a1547f1efae224a6
InfluenceMap,organization,active since,2015,gYear,,,,"InfluenceMap's research and reports have been informing investors, the media and the corporate sector since 2015.",https://lobbymap.org/company/Saudi-Telecom-8ff8bc0acfe421d03c28549835679204/projectlink/Saudi-Telecom-in-Climate-Change-d86e9a24eb071092a1547f1efae224a6
InfluenceMap,organization,active since,2021,gYear,,,,The copyright notice in the page metadata states '(c) InfluenceMap 2021'.,https://lobbymap.org/company/Saudi-Telecom-8ff8bc0acfe421d03c28549835679204/projectlink/Saudi-Telecom-in-Climate-Change-d86e9a24eb071092a1547f1efae224a6
InfluenceMap,organization,contributed to,Climate Action 100+,organization,,,,"InfluenceMap states, 'We are a data provider to the Climate Action 100+ investor process.'",https://lobbymap.org/company/Saudi-Telecom-8ff8bc0acfe421d03c28549835679204/projectlink/Saudi-Telecom-in-Climate-Change-d86e9a24eb071092a1547f1efae224a6
InfluenceMap,organization,has partner,We Mean Business Coalition,organization,,,2026,InfluenceMap and We Mean Business Coalition held an 'annual corporate climate advocacy forum'.,https://lobbymap.org/company/Saudi-Telecom-8ff8bc0acfe421d03c28549835679204/projectlink/Saudi-Telecom-in-Climate-Change-d86e9a24eb071092a1547f1efae224a6
LobbyMap,organization,is derived from,InfluenceMap,organization,,,,"LobbyMap is described as 'InfluenceMap’s LobbyMap platform', indicating it is a platform or program under InfluenceMap.",https://lobbymap.org/company/Saudi-Telecom-8ff8bc0acfe421d03c28549835679204/projectlink/Saudi-Telecom-in-Climate-Change-d86e9a24eb071092a1547f1efae224a6
Sampension,organization,is a member of,International Swaps and Derivatives Association (ISDA),organization,,,,"Sampension is listed in the 'Details of Relationship Score' section as having a relationship with International Swaps and Derivatives Association (ISDA), an industry association, which contributes to its Relationship Score.",https://lobbymap.org/company/Sampension-e730522ac141886f61030d0affcd6930/projectlink/Sampension-in-Climate-Finance-7762ae34231e05101e2bf2c246c79b0d
Sampension,organization,is a member of,Institutional Investors Group on Climate Change (IIGCC),organization,,,,"Sampension is listed in the 'Details of Relationship Score' section as having a relationship with Institutional Investors Group on Climate Change (IIGCC), an industry association, which contributes to its Relationship Score.",https://lobbymap.org/company/Sampension-e730522ac141886f61030d0affcd6930/projectlink/Sampension-in-Climate-Finance-7762ae34231e05101e2bf2c246c79b0d
Sunset Power International,organization,same as,Delta Electricity,organization,,,,"The page header and overview refer to 'Sunset Power International (Delta Electricity)', indicating they are the same entity.",https://lobbymap.org/company/SUNSET-POWER-INTERNATIONAL-ce9c9ad1d865f4600877e1f9809a0a7c/projectlink/SUNSET-POWER-INTERNATIONAL-in-Climate-Change-bd4b1ab612a8bf48c8eeaaedd9d7155a
Delta Electricity,organization,contributed to,Australia’s Safeguard Mechanism reforms,organization,,,2023,Delta Electricity made a consultation submission in February 2023 expressing opposition to proposed anti-avoidance measures in Australia's Safeguard Mechanism reforms.,https://lobbymap.org/company/SUNSET-POWER-INTERNATIONAL-ce9c9ad1d865f4600877e1f9809a0a7c/projectlink/SUNSET-POWER-INTERNATIONAL-in-Climate-Change-bd4b1ab612a8bf48c8eeaaedd9d7155a
Delta Electricity,organization,contributed to,Australia’s National Energy Objectives,organization,,,2023,Delta Electricity made a consultation submission in February 2023 expressing unsupportiveness of proposed legislative changes to incorporate an emissions reduction objective into Australia's National Energy Objectives.,https://lobbymap.org/company/SUNSET-POWER-INTERNATIONAL-ce9c9ad1d865f4600877e1f9809a0a7c/projectlink/SUNSET-POWER-INTERNATIONAL-in-Climate-Change-bd4b1ab612a8bf48c8eeaaedd9d7155a
Richard Wrightson,person,is employed by,Delta Electricity,organization,,,2023,Richard Wrightson is identified as the new CEO of Delta Electricity in a July 2023 media release.,https://lobbymap.org/company/SUNSET-POWER-INTERNATIONAL-ce9c9ad1d865f4600877e1f9809a0a7c/projectlink/SUNSET-POWER-INTERNATIONAL-in-Climate-Change-bd4b1ab612a8bf48c8eeaaedd9d7155a
Delta Electricity,organization,is a member of,Australian Energy Council,organization,,,,InfluenceMap's research shows that Delta Electricity is a member of the Australian Energy Council.,https://lobbymap.org/company/SUNSET-POWER-INTERNATIONAL-ce9c9ad1d865f4600877e1f9809a0a7c/projectlink/SUNSET-POWER-INTERNATIONAL-in-Climate-Change-bd4b1ab612a8bf48c8eeaaedd9d7155a
Delta Electricity,organization,is a member of,Energy Users Association of Australia (EUAA),organization,,,,Delta Electricity is listed as a member of the Energy Users Association of Australia (EUAA) in the relationship grid.,https://lobbymap.org/company/SUNSET-POWER-INTERNATIONAL-ce9c9ad1d865f4600877e1f9809a0a7c/projectlink/SUNSET-POWER-INTERNATIONAL-in-Climate-Change-bd4b1ab612a8bf48c8eeaaedd9d7155a
Delta Electricity,organization,is a member of,NSW Minerals Council,organization,,,,Delta Electricity is listed as a member of the NSW Minerals Council in the relationship grid.,https://lobbymap.org/company/SUNSET-POWER-INTERNATIONAL-ce9c9ad1d865f4600877e1f9809a0a7c/projectlink/SUNSET-POWER-INTERNATIONAL-in-Climate-Change-bd4b1ab612a8bf48c8eeaaedd9d7155a
Sanofi,organization,is a member of,Japan Pharmaceutical Manufacturers Association (JPMA),organization,,,2024,"Sanofi is listed as a member of the Japan Pharmaceutical Manufacturers Association (JPMA), an industry association engaged on climate policy.",https://lobbymap.org/company/Sanofi-9117d5b849b012576ac290290b12cdd0/projectlink/Sanofi-In-Climate-Change
Sanofi,organization,is a member of,European Union Chamber of Commerce in China,organization,,,2024,"Sanofi is listed as a member of the European Union Chamber of Commerce in China, an industry association engaged on climate policy.",https://lobbymap.org/company/Sanofi-9117d5b849b012576ac290290b12cdd0/projectlink/Sanofi-In-Climate-Change
Sanofi,organization,is a member of,Spanish Confederation of Business Organizations (CEOE),organization,,,2024,"Sanofi is listed as a member of the Spanish Confederation of Business Organizations (CEOE), an industry association engaged on climate policy.",https://lobbymap.org/company/Sanofi-9117d5b849b012576ac290290b12cdd0/projectlink/Sanofi-In-Climate-Change
Sanofi,organization,is a member of,French Association of Large Companies (AFEP),organization,,,2024,"Sanofi is listed as a member of the French Association of Large Companies (AFEP), an industry association engaged on climate policy.",https://lobbymap.org/company/Sanofi-9117d5b849b012576ac290290b12cdd0/projectlink/Sanofi-In-Climate-Change
Sanofi,organization,is a member of,Canadian Chamber of Commerce,organization,,,2024,"Sanofi is listed as a member of the Canadian Chamber of Commerce, an industry association engaged on climate policy.",https://lobbymap.org/company/Sanofi-9117d5b849b012576ac290290b12cdd0/projectlink/Sanofi-In-Climate-Change
Sanofi,organization,is a member of,US Chamber of Commerce,organization,,,2024,"Sanofi is listed as a member of the US Chamber of Commerce, an industry association whose advocacy is misaligned on climate policy.",https://lobbymap.org/company/Sanofi-9117d5b849b012576ac290290b12cdd0/projectlink/Sanofi-In-Climate-Change
Sanofi,organization,is a member of,Japan Business Federation (Keidanren),organization,,,2024,"Sanofi is listed as a member of the Japan Business Federation (Keidanren), an industry association engaged on climate policy.",https://lobbymap.org/company/Sanofi-9117d5b849b012576ac290290b12cdd0/projectlink/Sanofi-In-Climate-Change
Sanofi,organization,is a member of,National Association of Manufacturers (NAM),organization,,,2024,"Sanofi is listed as a member of the National Association of Manufacturers (NAM), an industry association whose advocacy is misaligned on climate policy.",https://lobbymap.org/company/Sanofi-9117d5b849b012576ac290290b12cdd0/projectlink/Sanofi-In-Climate-Change
Sanofi,organization,is a member of,Business Council of Australia (BCA),organization,,,2024,"Sanofi is listed as a member of the Business Council of Australia (BCA), an industry association engaged on climate policy.",https://lobbymap.org/company/Sanofi-9117d5b849b012576ac290290b12cdd0/projectlink/Sanofi-In-Climate-Change
Sanofi,organization,is a member of,Personal Care Products Council (PCPC),organization,,,2024,"Sanofi is listed as a member of the Personal Care Products Council (PCPC), an industry association engaged on climate policy.",https://lobbymap.org/company/Sanofi-9117d5b849b012576ac290290b12cdd0/projectlink/Sanofi-In-Climate-Change
Sanofi,organization,is a member of,Asociación Nacional de Empresarios de Colombia (ANDI),organization,,,2024,"Sanofi is listed as a member of the Asociación Nacional de Empresarios de Colombia (ANDI), an industry association engaged on climate policy.",https://lobbymap.org/company/Sanofi-9117d5b849b012576ac290290b12cdd0/projectlink/Sanofi-In-Climate-Change
Sanofi,organization,is a member of,Florida Chamber of Commerce,organization,,,2024,"Sanofi is listed as a member of the Florida Chamber of Commerce, an industry association engaged on climate policy.",https://lobbymap.org/company/Sanofi-9117d5b849b012576ac290290b12cdd0/projectlink/Sanofi-In-Climate-Change
Sanofi,organization,is a member of,Michigan Chamber of Commerce,organization,,,2024,"Sanofi is listed as a member of the Michigan Chamber of Commerce, an industry association engaged on climate policy.",https://lobbymap.org/company/Sanofi-9117d5b849b012576ac290290b12cdd0/projectlink/Sanofi-In-Climate-Change
Sanofi,organization,is a member of,Tennessee Chamber of Commerce & Industry,organization,,,2024,"Sanofi is listed as a member of the Tennessee Chamber of Commerce & Industry, an industry association engaged on climate policy.",https://lobbymap.org/company/Sanofi-9117d5b849b012576ac290290b12cdd0/projectlink/Sanofi-In-Climate-Change
Sanofi,organization,is a member of,Greater Boston Chamber of Commerce,organization,,,2024,"Sanofi is listed as a member of the Greater Boston Chamber of Commerce, an industry association engaged on climate policy.",https://lobbymap.org/company/Sanofi-9117d5b849b012576ac290290b12cdd0/projectlink/Sanofi-In-Climate-Change
Sanofi,organization,is a member of,German Chemical Industry Association (VCI),organization,,,2024,"Sanofi is listed as a member of the German Chemical Industry Association (VCI), an industry association whose advocacy is misaligned on climate policy.",https://lobbymap.org/company/Sanofi-9117d5b849b012576ac290290b12cdd0/projectlink/Sanofi-In-Climate-Change
Paul Hudson,person,is employed by,Sanofi,organization,2023,,,"Paul Hudson is identified as the CEO of Sanofi, having supported a joint statement in November 2023. The summary was updated in Q4 2024, implying continued employment.",https://lobbymap.org/company/Sanofi-9117d5b849b012576ac290290b12cdd0/projectlink/Sanofi-In-Climate-Change
Paul Hudson,person,contributed to,Joint Statement (November 2023),organization,,,2023,Sanofi CEO Paul Hudson supported efforts towards more ambitious GHG emissions reductions in a joint statement published in November 2023.,https://lobbymap.org/company/Sanofi-9117d5b849b012576ac290290b12cdd0/projectlink/Sanofi-In-Climate-Change
